ChEMBL ID;Name;Synonyms;Type;Smiles
CHEMBL1512;FLUNISOLIDE;AEROSPAN HFA|Aerobid|Aerospan|FLUNISOLIDE|FLUNISOLIDE ANHYDROUS|FLUNISOLIDE HEMIHYDRATE|NSC-757871|Nasalide|Nasarel|RS-3999|SYNTARIS|SYNTARIS HAYFEVER;Small molecule;CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
CHEMBL491571;DORIPENEM;DORIBAX|DORIPENEM|Finibax|S-4661;Small molecule;C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
CHEMBL1480987;CYCLANDELATE;CYCLANDELATE|CYCLERGINE|CYCLOBRAL|CYCLOLYT|CYCLOMANDOL|Cyclospasmol|NATIL|NOVODIL|NSC-758910|PEREBRAL|SPASMOCYCLON (3M);Small molecule;CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1
CHEMBL24072;PRENYLAMINE;B-436|PRENYLAMINE|PRENYLAMINE LACTATE;Small molecule;CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
CHEMBL311498;CIANIDANOL;CATECHIN|CATECHIN, D-|CATECHINIC ACID|CATECHUIC ACID|CATERGEN|CIANIDANOL|CIANIDOL|D-CATECHOL|NSC-2819;Small molecule;Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
CHEMBL1282;IMIQUIMOD;Aldara|IMIQUIMOD|NSC-369100|NSC-759651|R-837|S-26308|S26308|ZYCLARA;Small molecule;CC(C)Cn1cnc2c(N)nc3ccccc3c21
CHEMBL1625;OXYBENZONE;ADVASTAB 45|BENZOPHENONE-3|NSC-7778|ONGROSTAB HMB|OXYBENZONE|TINOSORB B 3|UVINUL 40|Uvinul M40|VIOSORB 110;Small molecule;COc1ccc(C(=O)c2ccccc2)c(O)c1
CHEMBL1042;CHOLECALCIFEROL;7-DEHYDROCHOLESTEROL, ACTIVATED|ACCRETE D3|ACIFEROL D3|ADCAL-D3|AK R215 COMPONENT COLECALCIFEROL|AK-R215 COMPONENT COLECALCIFEROL|AVITICOL|BIO-VITAMIN D3|BIOLIFE VITAMIN D3|CACIT D3|CALCEOS|CALCI-D|CALCICHEW D3|CALCICHEW D3 FTE|CALCICHEW D3 ONCE DAILY|CALDRINK D3|CALFOVIT D3|CHOLECALCIFEROL|COLECAL D3|COLECALCIFEROL|COLECALCIFEROLUM|COLEKAL-D3|COLEVIT D3|CUBICOLE D3|Cholecalciferol|Colecalciferol|D-MAX|D-TRACETTEN|D-VIT3|D3 LEMON MELTS|D3-50|DEKRISTOL|DELSTEROL|DELTA-D|DEPARAL|DESUNIN|DLUX 400|Dihydrocholesterol|E-D3|EBIVIT|EVACAL D3|FULTIUM DAILY D3|FULTIUM-D3|HUX D3|INVITA D3|ISO D3|KORA LIQUID|NATECAL D3|NATURE'S REMEDY VITAMIN D3|NEO-D|NPHD3|NSC-375571|OSTEOCAPS D3|PLENACHOL|PRO D3|PRO D3 FOLIC|PRO D3 FORTE|PROVITINA|RICKETON|ROYALVIT D3|STEXEROL-D3|STIVIT-D3|SUNVIT-D3 1,000|SUNVIT-D3 10,000|SUNVIT-D3 2,000|SUNVIT-D3 20,000|SUNVIT-D3 3,000|SUNVIT-D3 400|SUNVIT-D3 5,000|SUNVIT-D3 50,000|SUNVIT-D3 800|SYNERVIT-D3|THEICAL D-3|THORENS|VIGANTOL|VIGANTOLETTEN|VIGANTOLETTEN 500|VIT D3 STREULI|VITA-D3|VITAMIN D|VITAMIN D (CHOLECALCIFEROL)|VITAMIN D ASSAY SYSTEM SUITABILITY|VITAMIN D-3|VITAMIN D3|VITAMIN D3 (AS CHOLECALCIFEROL)|Vitamin D 3|ZYMAD;Small molecule;C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C
CHEMBL1670;MITOTANE;CB 313|CB-313|CHLODITAN|CHLODITHANE|Lysodren|MITOTAN|MITOTANE|NSC-38721|O,P'-DDD|O,P'-DDD,O P'-TDE|O,P'-TDE|OPDDD|OPEPRIM;Small molecule;Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
CHEMBL553;ERLOTINIB;CP-358,774|CP-358774|CP-35877401|ERLOTINIB|Erlotinib|OSI-774|R-1415|RG-1415|Ro-508231|TARCEVA;Small molecule;C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
CHEMBL1738797;ALECTINIB;AF-802|AF802|ALECENSA|ALECTINIB|CH-5424802|CH5424802|RO-5424802|RO5424802;Small molecule;CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
CHEMBL2403108;CERITINIB;CERITINIB|CERITINIB[MI]|LDK-378|LDK378|NVP-LDK-378-NX|NVP-LDK378-NX|ZYKADIA;Small molecule;Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1
CHEMBL2103830;FOSTAMATINIB;FOSTAMATINIB|Fostamatinib|R-788|R-788 FREE ACID|R-935788|R-935788 FREE ACID|R788 FREE ACID|R935788 FREE ACID;Small molecule;COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
CHEMBL991;STAVUDINE;BMY-27857|D-4T|D4T|NSC-163661|NSC-759897|SANILVUDINE|STAVUDINE|STAVUDINE (D4T)|STAVUDINE (DT4)|STAVUDINUM|ZERIT XR|Zerit|d4T;Small molecule;Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
CHEMBL515914;AZARIBINE;AZARIBINE|CB 304|CB-304|NSC-67239|Triazure;Small molecule;CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
CHEMBL61;PODOFILOX;CONDYLINE|Condylox|NSC-24818|PODOFILOX|PODOPHYLLOTOXIN|Podophyllotoxin|WARTICON;Small molecule;COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
CHEMBL1560;CAPTOPRIL;ACEPRIL|APOPRIL|C09AA01|CAPTOMAX|CAPTOMEX|CAPTOPRIL|CAPTOPRILUM|Capoten|ECOPACE|FARCOPRIL|GARRANIL|HYPOPRESS|HYTENEZE 12.5|HYTENEZE 25|HYTENEZE 50|KAPLON|Lopril|MEPHA|NOYADA|NSC-757419|SA-333|SQ -14225|SQ 14,225|SQ-14225|TENSIOMIN|Tensobon|ZAPTO;Small molecule;C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL1201346;BALSALAZIDE;BALSALAZIDE|Balsalazide;Small molecule;O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
CHEMBL44618;CHLOROFORM;CHLOROFORM|CHLOROFORM BP|CHLOROFORMUM|Chloroform|HCC 20|NSC-77361|R 20 (REFRIGERANT);Small molecule;ClC(Cl)Cl
CHEMBL238071;VINDESINE;COMPOUND 112531|COMPOUND-112531|VINDESINE;Small molecule;CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
CHEMBL1201020;DISOPYRAMIDE PHOSPHATE;DIRYTHMIN|DIRYTHMIN SA|DIRYTHMIN-SA|DISO-DURILES|DISOPYRAMIDE PHOSPHATE|ISOMIDE CR|NORPACE CR|NSC-756744|Norpace|RYTHMODAN|RYTHMODAN RET|SC-13957|SC-7031 PHOSPHATE;Small molecule;CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O
CHEMBL1200431;GADOPENTETATE DIMEGLUMINE;DIMEGLUMINE GADOPENTETATE|GADOPENTATE DIMEGLUMINE|GADOPENTETATE DIMEGLUMINE|GADOPENTETIC ACID|GADOPENTETIC ACID DIMEGLUMINE SALT|MEGLUMINE GADOPENTETATE|Magnevist|SH L 451 A|SH-L 451 A|SH-L-451-A|SHL-451A;Small molecule;
CHEMBL52440;DEXTROMETHORPHAN;DEXTROMETHORPHAN|Dextromethorphan|Dimetane-DX|NSC-751452;Small molecule;COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
CHEMBL3183075;NIZATIDINE;ACINON|AXID AR|Axid|LY 139037|LY-139037|NIZATIDINE|NSC-759289|ZINGA 150|ZINGA 300;Small molecule;CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
CHEMBL462547;URETHANE;CARBAMIC ACID, ETHYL ESTER|ETHYL CARBAMATE|LEUCETHANE|NSC-746|O-ETHYLURETHANE|PRACARBAMINE|URETHAN|URETHANE;Small molecule;CCOC(N)=O
CHEMBL427216;GLICLAZIDE;BILXONA|DACADIS MR|DIAGLYK|DIAMICRON|DIAMICRON MR|EDICIL|GLICLAZIDE|GLIMICRON|GLIMIL|J3.151H|NAZDOL MR|NSC-758673|S-1702|S-852|SE 1702|SE-1702|VAMJU|VITILE XL|ZICLASEG|ZICRON|ZICRON PR;Small molecule;Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
CHEMBL532;ERYTHROMYCIN;A/T/S|AKNE-MYCIN|AKNEMYCIN PLUS|Benzamycin|Bristamycin|C-SOLVE-2|E-BASE|E-Base|E-GLADES|E-Glades|E-Mycin|E-SOLVE 2|E-mycin|ERY-TAB|ERYACNE 2|ERYACNE 4|ERYC 125|ERYC SPRINKLES|ERYCETTE|ERYMAX SPRINKLE|ERYTHRA-DERM|ERYTHRO-STATIN|ERYTHROMYCIN|ERYTHROMYCIN ESTOLATE IMPURITY, FREE ERYTHROMYCIN-|Emgel|Eryc|Eryderm|Erygel|Erymax|Erypar|Erythro 200|Erythro-Statin|Erythrocin|Erythromycin|Gallimycin|ISOTREXIN|Ilotycin|J01FA01|KERYMAX|NSC-55929|OFTALMOLOSA CUSI ERITROMICINA|PAEDIATHROCIN|PCE|Pfizer-E|R-P MYCIN|RETCIN|ROBIMYCIN|ROMMIX 250 EC|ROMMIX 500 EC|SANSAC|STATICIN|STIEMYCIN|T-STAT|TILORYTH|Wyamycin|ZINERYT;Small molecule;CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
CHEMBL545;ALCOHOL;ABLYSINOL|ALCOHOL|ALCOHOL 190 PROOF|ALCOHOL 95%|ALCOHOL ANHYDROUS|ALCOHOL DENAT.|ALCOHOL DENATURED|ALCOHOL DETERMINATION--ALCOHOL|ALCOHOL, ABSOLUTE|ALCOHOL, DEHYDRATED|ALCOHOL, DENATURED|ALCOHOL, DILUTED|ALCOHOL, RUBBING|ALCOHOL,DEHYDRATED|ALCOHOL,DENATURED|ALCOHOL,ETHYL|ALCOHOL,SDA|ALCOHOLUM|ANHYDROUS ETHANOL|Alcohol|Alcohol, Diluted|Alcohol, Rubbing|B3324|DEHYDRATED ALCOHOL|DEHYDRATED ETHANOL|E1510|EDIBLE ALCOHOL|ETHANOL|ETHANOL IN ALCOHOLIC BEVERAGES|ETHANOL, ANHYDROUS|ETHANOL, DEHYDRATED|ETHANOLUM|ETHYL ALCOHOL|ETHYL ALCOHOL, ABSOLUTE|ETHYL ALCOHOL, DEHYDRATED|ETHYLICUM|Ethanol|Ethyl Alcohol|FEMA NO. 2419|GRAIN ALCOHOL|METHYLATED MINERAL|NCI-C03134|NSC-85228|PM-6193-200|SD ALCOHOL|SPIRIGEL|SURG|TECSOL|VODKA;Small molecule;CCO
CHEMBL1171837;PONATINIB;AP-24534|AP24534|ICLUSIG|PONATINIB;Small molecule;Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
CHEMBL508102;CARBIMAZOLE;ATHYROMAZOLE|CARBIMAZOL HENNING|CARBIMAZOLE|NEO-MERCAZOLE 20|NEO-MERCAZOLE 5|NSC-758966;Small molecule;CCOC(=O)n1ccn(C)c1=S
CHEMBL986;RETINOL;AROVIT|Aquasol A|NEPALM|NSC-122759|OLEOVITAMIN A|RETINOL|RETINOL (VIT A)|RETINOL ACETATE|RETINOL PALMITATE|RO-A-VIT|Retinol|VITAMIN A|VITAMIN A OIL|Vitamin A|Vitamin A 1|Vitamin a solubilized;Small molecule;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
CHEMBL127516;BUTAMBEN;BUTAMBEN|BUTYL AMINOBENZOATE|BUTYL P-AMINOBENZOATE|BUTYL PABA|Butesin|NSC-128464|P-AMINOBENZOIC ACID BUTYL ESTER;Small molecule;CCCCOC(=O)c1ccc(N)cc1
CHEMBL1200964;AMITRIPTYLINE HYDROCHLORIDE;AMITID|AMITRIPTYLINE HCL|AMITRIPTYLINE HYDROCHLORIDE|AMITRIPTYLINI HYDROCHLORIDUM|Amitril|CYTRIPTYLINE|DOMICAL|ETRAVIL|Elavil|Endep|LENTIZOL|LIMBITROL 5|NIH 10794|NOVOPROTECT|NSC-104210|SAROTEN|SAROTEN RETARD|SYNEUDON|TRIPTAFEN|TRIPTAFEN-M|TRYPTIZOL|TRYPTIZOL-75;Small molecule;CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl
CHEMBL203266;TRIMETAZIDINE;40045|DILATAN|TRIMETAZIDINE|VASTAREL|VASTAREL MR;Small molecule;COc1ccc(CN2CCNCC2)c(OC)c1OC
CHEMBL19215;METERGOLINE;FI 6337|FI-6337|LISERDOL|MCE|METERGOLINE|NSC-755878;Small molecule;CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
CHEMBL119443;ERGONOVINE;ERGOBASINE|ERGOMETRINE|ERGOSTETRINE|ERGOTOCINE;Small molecule;C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
CHEMBL811;BROMPHENIRAMINE;BPN|BROMPHENIRAMINE|BROTANE|Bromfed|Bromfenex|Brompheniramine|Dimetane|Dimetapp|Lodrane;Small molecule;CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
CHEMBL1275;PERGOLIDE MESYLATE;CELANCE|LY 127809|LY-127809|NSC-319773|NSC-758442|PERGOLIDE MESILATE|PERGOLIDE MESYLATE|PERGOLIDE METHANESULFONATE|Permax;Small molecule;CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O
CHEMBL1200411;ROPINIROLE HYDROCHLORIDE;ADARTREL|AIMPART XL|IPINNIA XL|RALNEA XL|RAPONER XL|REPINEX XL|REQUIP XL|ROPILYNZ XL|ROPINIROLE (AS HYDROCHLORIDE)|ROPINIROLE HCL|ROPINIROLE HYDROCHLORIDE|Requip|SK&F 101468-A|SK&F-101468-A|SPIROCO XL;Small molecule;CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl
CHEMBL1514;LEVOMETHADYL ACETATE;LAA-M|LAAM|LEVACETYLMETHADOL|LEVO-ALPHACETYLMETHADOL|LEVOACETYL METHADOL|LEVOMETHADYL ACETATE|Levomethadyl acetate;Small molecule;CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
CHEMBL2443262;OLICERIDINE;OLICERIDINE|OLINVYK|Olynvik|TRV-130|TRV130;Small molecule;COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1
CHEMBL1200326;NICARDIPINE HYDROCHLORIDE;BARIZIN|CARDENE SR|CARDEPINE|Cardene|DACAREL|LECIBRA|LECIBRAL|LESCODIL|LOXEN|NERDIPINA|NICANT|NICAPRESS|NICARDAL|NICARDIPINE HCL|NICARDIPINE HYDROCHLORIDE|NICARPIN|NICODEL|NIMICOR|NSC-757855|PERDIPINA|PERDIPINE|RANVIL|RIDENE|RS-69216|RS-69216-XX-07-0|RS-69216XX07-0|RYCARDEN|RYDENE|VASODIN|VASONASE|YC-93;Small molecule;COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
CHEMBL267345;AMPHOTERICIN B;AMBIL|AMOPHOTERICIN B|AMPHO-MORONAL|AMPHOTERCIN B|AMPHOTERICIN|AMPHOTERICIN B|AMPHOTERICIN B DEOXYCHOLATE|AMPHOTERICIN B LIPID COMPLEX|AMPHOTERICIN B LIPOSOMAL|AMPHOTERICIN B LIPOSOMAL COMPLEX|AMPHOTERICIN B LIPOSOME|AMPHOTERICIN B, LIPOSOME|AMPHOTERICINE B|AMPHOTERICINUM B|AMPHOTERICITIN B|AMPHOTOCERIN|AMPHOTREICIN B|AMPOTERICIN B|Abelcet|Ambisome|Amphotec|FUNGILIN|FUNGILIN IN ORABASE|Fungizone|HALIZON|NSC-527017;Small molecule;C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2
CHEMBL1501;FLUOCINONIDE;FLUOCINOLIDE|FLUOCINONIDE|FLUOCINONIDE EMULSIFIED BASE|LIDEX-E|Lidex|METOSYN|METOSYN FAPG|NSC-101791|Vanos;Small molecule;CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
CHEMBL185;FLUOROURACIL;5 FU|5-FLUORURACIL|5-FU|5-Fluorouracil|5.F.U.|ACCUSITE|ACTIKERALL|Adrucil|Carac|EFUDIX|Efudex|FLUORO-URACIL ROCHE|FLUOROURACIL|FLUOROURACILUM|FLUOROURICIL|FLURACIL|Fluoroplex|NSC-19893|PHTHORURACIL|QUEROPLEX|RO 2-9757|RO-2-9757|RO-29757|TOLAK;Small molecule;O=c1[nH]cc(F)c(=O)[nH]1
CHEMBL1444;LETROZOLE;CGS 20267|CGS-20267|Femara|LETROZOLE|NSC-759652;Small molecule;N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
CHEMBL850;SPARFLOXACIN;AT-4140|CI-978|NSC-759641|SPARFLOXACIN|Spara|Zagam;Small molecule;C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1
CHEMBL1479;DANAZOL;DANAZOL|Danocrine|NSC-270916|WIN 17,757|WIN-17757;Small molecule;C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
CHEMBL1393;SPIRONOLACTONE;ABBOLACTONE|Aldactone|CAROSPIR|DIATENSEC|GX SPIRONOL|LARACTONE|NSC-150399|SC-9420|SPIRETIC|SPIROCTAN 100|SPIROCTAN 25|SPIROCTAN 50|SPIRONOLACTONE|SPIRONOLACTONE CEVA|SPIRONOLACTONUM|SPIROSPARE 100|SPIROSPARE 25|Spironolactone|VEROSPIRONE;Small molecule;CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21
CHEMBL127;MEROPENEM;ICI 194,660|ICI-194660|MERONEM|MEROPENEM|MEROPENEM (AS TRIHYDRATE)|MEROPENEM ANHYDROUS|MEROPENEM HYDRATE|MEROPENEM TRIHYDRATE|MEROPENEM, ANHYDROUS|MERREM I.V.|Merrem|Merrem i.v.|NSC-759621|SM-7338;Small molecule;C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
CHEMBL32;MOXIFLOXACIN;AVELOX|AVELOX I.V.|AVELOX IV|Avelox|MOXIFLOXACIN|Moxifloxacin|Vigamox|ZIMOXIN;Small molecule;COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
CHEMBL450895;NYSTATIN;BARSTATIN 100|CANDEX|INFESTAT|KOROSTATIN|L-NYSTATIN|MIKOSTATIN|MULTILIND|MYKINAC|Myco 20|Mycostatin|NILSTAT|NSC-150817|NYSERT|NYSPES|NYSTAFORM|NYSTAN TRIPLE PACK|NYSTATIN|NYSTATINUM|NYSTAVESCENT|NYSTEX|NYSTOP|TERRASTATIN|TINADERM M;Small molecule;C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2
CHEMBL103;PROGESTERONE;CYCLOGEST|Crinone|Endometrin|Gesterol|LUTIGEST|MILPROSA|NSC-64377|NSC-9704|PROCHIEVE|PROGESTA-CARE|PROGESTASERT|PROGESTERONE|PROGESTERONE, MICRONIZED|PROGESTERONUM|Progesterone|Progestin|Prometrium|Regumate|SERENITY FOR WOMEN|Syngestrone|U 3672|UTROGESTAN;Small molecule;CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL672;FENOFIBRATE;ANTARA (MICRONIZED)|Antara|FENOFIBRATE|FENOFIBRATE (MICRONIZED)|FENOFIBRATE DELAYED RELEASE|FENOFIBRATE MICRONIZED|FENOGAL|FENOGLIDE|LIPANTIL|LIPANTIL MICRO 200|LIPANTIL MICRO 267|LIPANTIL MICRO 67|LIPIDIL|Lipofen|NSC-281319|SUPRALIP 160|TRICOR (MICRONIZED)|Tricor|Triglide;Small molecule;CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
CHEMBL370805;COCAINE;(R)-(-)-COCAINE|BENZOYLMETHYLECGONINE|COCAINE|COCAINUM|IDS-NC-004|NEUROCAINE|RX-0041|RX0041;Small molecule;COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
CHEMBL41;FLUOXETINE;FLUOXETIN RATIOPHARM|FLUOXETINE|FLUVAL|Fluoxetine|NSC-283480|NSC-758685|Prozac|Sarafem|Symbyax;Small molecule;CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
CHEMBL447;SECOBARBITAL;(RS)-SECOBARBITAL|EVRONAL|HYPOTROL|IMMENOX|MEBALLYMAL|QUINALBARBITAL|SECOBARBITAL|SECOBARBITAL CII|SECOBARBITAL SODIUM FREE ACID|SECOBARBITONE|SOMATARAX|Secobarbital|Seconal;Small molecule;C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
CHEMBL1477;CERIVASTATIN;Baycol|CERIVASTATIN|Cerivastatin|LIPOBAY|Lipobay;Small molecule;COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
CHEMBL58;MITOXANTRONE;MISOSTOL|MITOXANTRONE|MITOXANTRONE HYDROCHLORIDE|NSC-279836|Novantrone;Small molecule;O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
CHEMBL80;NALOXONE;DBL NALOXONE|NALOXONE|NSC-70413|Nalone|Naloxone|Narcan|Narcanti|Suboxone;Small molecule;C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
CHEMBL1430;PENICILLAMINE;Cuprimine|D Mercaptovaline|D Penicillamine|D-3-MERCAPTOVALINE|DIMETHYLCYSTEINE|DISTAMINE|Depen|NSC-758421|NSC-81549|PENICILLAMINE|Trolovol;Small molecule;CC(C)(S)[C@@H](N)C(=O)O
CHEMBL960;LEFLUNOMIDE;Arava|HWA-486|L04AA13|LEFLUNOMIDE|LEFLUNOMIDE MEDAC|LEFLUNOMIDE RATIOPHARM|LEFLUNOMIDE TEVA|LEFLUNOMIDE WINTHROP|NSC-677411|NSC-759864|REPSO|SU-101|SU101|SULOL;Small molecule;Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
CHEMBL1540;PENCICLOVIR;BRL-39123|Denavir|FENISTIL|NSC-759624|PENCICLOVIR|VECTAVIR;Small molecule;Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
CHEMBL527;PIROXICAM;BREXIDOL|CP-16,171|CP-16171|FELDENE 20|FELDENE P|FLAMATROL|Feldene|KENTENE|LARAPAM|NSC-666076|PIROFLAM 10|PIROFLAM 20|PIROXICAM|PIROZIP 10|PIROZIP 20;Small molecule;CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
CHEMBL181;DIAZOXIDE;DIAZOXIDE|DIAZOXIDUM|EUDEMINE|EUDEMINE INJECTION|Eudimine|HYPERSTAT|HYPERTONALUM|Mutabase|NSC-64198|NSC-76130|Proglycem|SCH 6783|SCH-6783|SRG 95213|SRG-95213;Small molecule;CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
CHEMBL1771;CLOPIDOGREL;CLOPIDOGREL|CLOPIDOGREL 1A-PHARMA|CLOPIDOGREL ACINO|CLOPIDOGREL APOTEX|CLOPIDOGREL BENZENESULFONATE|CLOPIDOGREL BESILATE|CLOPIDOGREL BESYLATE|CLOPIDOGREL HEXAL|CLOPIDOGREL SANDOZ|CLOPIDOGREL-RATIOPHARM|Clopidogrel|GREPID|ISCOVER|NSC-758613|PLAVIX|R 130964|R-130964|SR 25990|SR-25990|ZYLLT;Small molecule;COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
CHEMBL500;PINDOLOL;(RS)-PINDOLOL|APO-PINDOL|BETADREN|BETAPINDOL|BLOCKLIN-L|CALVISKEN|CARVISKEN|DECRETEN|DL-LB-46|DL-PINDOLOL|DURAPINDOL|GLAUCO-VISKEN|LB-46|NSC-757276|PECTOBLOC|PINBETOL|PINDOLOL|PRINODOLOL|PYNASTIN|Visken;Small molecule;CC(C)NCC(O)COc1cccc2[nH]ccc12
CHEMBL1123;DICYCLOMINE;Bentyl|DICYCLOMINE|DICYCLOVERINE|DICYMINE|Dicyclomine|KOLANTYL;Small molecule;CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
